116.3739;24.3072;3.7;1;0
116.3951;24.1071;3.7;1;0
116.4217;23.918;3.7;1;0
116.443;23.7179;3.7;1;0
116.4695;23.4955;3.7;1;0
116.4961;23.262;3.7;1;0
116.5227;23.0285;3.7;1;0
116.5492;22.8061;3.7;1;0
116.5758;22.6059;3.7;1;0
116.5971;22.4169;3.7;1;0
116.6236;22.2167;3.7;1;0
116.6449;22.0166;3.7;1;0
116.6715;21.7942;3.7;1;0
116.698;21.5829;3.7;1;0
116.7193;21.3828;3.7;1;0
116.7459;21.1826;3.7;1;0
116.7618;21.027;3.7;1;0
116.8575;21.0158;3.7;1;0
117.0488;21.0381;3.7;1;0
117.2507;21.0492;3.7;1;0
117.4527;21.0714;3.7;1;0
117.6599;21.0826;3.7;1;0
117.8672;21.1048;3.7;1;0
118.0798;21.1159;3.7;1;0
118.3136;21.1382;3.7;1;0
118.5634;21.1604;3.7;1;0
118.8078;21.1826;3.7;1;0
119.0364;21.1938;3.7;1;0
119.2596;21.216;3.7;1;0
119.4987;21.2382;3.7;1;0
119.7432;21.2605;3.7;1;0
119.977;21.2716;3.7;1;0
120.1683;21.2938;3.7;1;0
120.365;21.3049;3.7;1;0
120.5669;21.3272;3.7;1;0
120.7954;21.3383;3.7;1;0
120.7582;21.3049;3.7;1;0
120.5031;21.2271;3.7;1;0
120.2268;21.1382;3.7;1;0
119.9557;21.0381;3.7;1;0
119.6688;20.9491;3.7;1;0
119.3712;20.849;3.7;1;0
119.0842;20.7601;3.7;1;0
118.7706;20.6489;3.7;1;0
118.4624;20.5488;3.7;1;0
118.202;20.4599;3.7;1;0
117.9682;20.382;3.7;1;0
117.7397;20.3042;3.7;1;0
117.4952;20.2264;3.7;1;0
117.4261;20.0262;3.7;1;0
117.4633;19.6926;3.7;1;0
117.5005;19.3813;3.7;1;0
117.5324;19.0699;3.7;1;0
117.5696;18.7363;3.7;1;0
117.6121;18.3694;3.7;1;0
117.6493;17.9913;3.7;1;0
117.6918;17.6466;3.7;1;0
117.729;17.2908;3.7;1;0
117.7662;16.9461;3.7;1;0
117.8087;16.5903;3.7;1;0
117.8513;16.2122;3.7;1;0
117.8885;15.8453;3.7;1;0
117.915;15.6006;3.7;1;0
118.0532;15.6006;3.7;1;0
118.3189;15.6118;3.7;1;0
118.59;15.6229;3.7;1;0
118.8929;15.634;3.7;1;0
119.2064;15.6451;3.7;1;0
119.5253;15.6562;3.7;1;0
119.876;15.6785;3.7;1;0
120.2374;15.6896;3.7;1;0
120.5775;15.7007;3.7;1;0
120.9017;15.7118;3.7;1;0
121.2312;15.723;3.7;1;0
121.5713;15.7452;3.7;1;0
121.9274;15.7563;3.7;1;0
122.2781;15.7674;3.7;1;0
122.6182;15.7786;3.7;1;0
122.9424;15.7897;3.7;1;0
123.2719;15.8119;3.7;1;0
123.5961;15.823;3.7;1;0
123.9415;15.8342;3.7;1;0
124.2763;15.8453;3.7;1;0
124.5686;15.8564;3.7;1;0
124.8875;15.8675;3.7;1;0
124.8237;15.8342;3.7;1;0
124.4251;15.7452;3.7;1;0
124.0372;15.6562;3.7;1;0
123.6333;15.5673;3.7;1;0
123.2453;15.4783;3.7;1;0
122.8786;15.4005;3.7;1;0
122.4801;15.3115;3.7;1;0
122.0337;15.2115;3.7;1;0
121.5341;15.1003;3.7;1;0
121.008;14.9891;3.7;1;0
120.535;14.889;3.7;1;0
120.0939;14.7889;3.7;1;0
119.6475;14.6888;3.7;1;0
119.2383;14.5999;3.7;1;0
118.8238;14.5109;3.7;1;0
118.3774;14.4109;3.7;1;0
118.2498;14.5888;3.7;1;0
118.2817;15.0224;3.7;1;0
118.3136;15.445;3.7;1;0
118.3455;15.8898;3.7;1;0
118.3774;16.3568;3.7;1;0
118.4146;16.846;3.7;1;0
118.4518;17.3242;3.7;1;0
118.4837;17.7689;3.7;1;0
118.5209;18.2582;3.7;1;0
118.5528;18.7141;3.7;1;0
118.59;19.1811;3.7;1;0
118.6272;19.7037;3.7;1;0
118.659;20.1819;3.7;1;0
118.6856;20.5155;3.7;1;0
118.5687;20.6267;3.7;1;0
118.3189;20.8046;3.7;1;0
118.0426;20.9936;3.7;1;0
117.7769;21.1826;3.7;1;0
117.5165;21.3605;3.7;1;0
117.2454;21.5496;3.7;1;0
116.9584;21.7497;3.7;1;0
116.6715;21.9499;3.7;1;0
116.3739;22.15;3.7;1;0
116.0922;22.3502;3.7;1;0
115.8159;22.5392;3.7;1;0
115.5076;22.7505;3.7;1;0
115.1728;22.984;3.7;1;0
114.854;23.2064;3.7;1;0
114.5829;23.3954;3.7;1;0
114.3066;23.5844;3.7;1;0
114.009;23.7957;3.7;1;0
113.7273;23.9847;3.7;1;0
113.6689;23.918;3.7;1;0
113.7486;23.6178;3.7;1;0
113.823;23.3398;3.7;1;0
113.8921;23.0841;3.7;1;0
113.9665;22.8061;3.7;1;0
114.0515;22.4836;3.7;1;0
114.1365;22.1723;3.7;1;0
114.2216;21.8498;3.7;1;0
114.3066;21.5273;3.7;1;0
114.3969;21.1938;3.7;1;0
114.4766;20.8935;3.7;1;0
114.3704;20.849;3.7;1;0
114.1472;20.8379;3.7;1;0
113.9293;20.8268;3.7;1;0
113.7114;20.8046;3.7;1;0
113.4829;20.7935;3.7;1;0
113.2278;20.7823;3.7;1;0
112.9621;20.7601;3.7;1;0
112.7176;20.749;3.7;1;0
112.4838;20.7267;3.7;1;0
112.2552;20.7156;3.7;1;0
112.0267;20.7045;3.7;1;0
111.7982;20.6823;3.7;1;0
111.6547;20.6823;3.7;1;0
111.6281;20.8046;3.7;1;0
111.5856;21.0381;3.7;1;0
111.5431;21.2716;3.7;1;0
111.4156;21.9721;3.7;1;0
111.3677;22.2279;3.7;1;0
111.3199;22.4947;3.7;1;0
111.2721;22.7616;3.7;1;0
111.2243;23.0173;3.7;1;0
111.1764;23.2731;3.7;1;0
111.1339;23.5288;3.7;1;0
111.1127;23.6512;3.7;1;0
111.0542;23.5066;3.7;1;0
110.9373;23.1953;3.7;1;0
110.815;22.8728;3.7;1;0
110.6981;22.5726;3.7;1;0
110.5706;22.2501;3.7;1;0
110.4324;21.8943;3.7;1;0
110.2889;21.5162;3.7;1;0
110.1614;21.1826;3.7;1;0
110.0445;20.8713;3.7;1;0
109.9222;20.5599;3.7;1;0
109.8266;20.3042;3.7;1;0
109.7575;20.4265;3.7;1;0
109.6406;20.7045;3.7;1;0
109.5237;20.9936;3.7;1;0
109.3961;21.3049;3.7;1;0
109.2739;21.6052;3.7;1;0
109.141;21.9276;3.7;1;0
109.0029;22.2723;3.7;1;0
108.8647;22.6059;3.7;1;0
108.7318;22.9395;3.7;1;0
108.5883;23.2953;3.7;1;0
108.4555;23.6178;3.7;1;0
108.3864;23.7846;3.7;1;0
108.3811;23.6067;3.7;1;0
108.3704;23.262;3.7;1;0
108.3598;22.9395;3.7;1;0
108.3545;22.617;3.7;1;0
108.3439;22.2835;3.7;1;0
108.3332;21.9276;3.7;1;0
108.3226;21.5385;3.7;1;0
108.3173;21.1938;3.7;1;0
108.3067;20.8379;3.7;1;0
108.296;20.4599;3.7;1;0
108.2907;20.1708;3.7;1;0
108.1898;20.1596;3.7;1;0
107.9719;20.193;3.7;1;0
107.7274;20.2264;3.7;1;0
107.4989;20.2486;3.7;1;0
107.2704;20.282;3.7;1;0
107.0472;20.3153;3.7;1;0
106.8133;20.3376;3.7;1;0
106.5689;20.3709;3.7;1;0
106.3616;20.4043;3.7;1;0
106.1544;20.4265;3.7;1;0
105.9258;20.4599;3.7;1;0
105.6973;20.4932;3.7;1;0
105.4688;20.5155;3.7;1;0
105.235;20.5488;3.7;1;0
104.9905;20.5822;3.7;1;0
104.746;20.6155;3.7;1;0
104.5282;20.6378;3.7;1;0
104.3156;20.6711;3.7;1;0
104.103;20.6934;3.7;1;0
103.8904;20.7267;3.7;1;0
103.6779;20.749;3.7;1;0
103.4653;20.7823;3.7;1;0
103.2421;20.8046;3.7;1;0
102.9976;20.8379;3.7;1;0
102.7532;20.8713;3.7;1;0
102.5034;20.9046;3.7;1;0
102.2749;20.938;3.7;1;0
102.057;20.9602;3.7;1;0
101.8178;20.9936;3.7;1;0
101.584;21.027;3.7;1;0
101.3714;21.0492;3.7;1;0
101.1589;21.0826;3.7;1;0
100.9463;21.1048;3.7;1;0
100.7231;21.1382;3.7;1;0
100.4946;21.1715;3.7;1;0
100.266;21.1938;3.7;1;0
100.0482;21.2271;3.7;1;0
99.8303;21.2605;3.7;1;0
99.5911;21.2827;3.7;1;0
99.3732;21.3161;3.7;1;0
99.15;21.3383;3.7;1;0
98.9109;21.3717;3.7;1;0
98.6717;21.405;3.7;1;0
98.4485;21.4384;3.7;1;0
