-77;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-78;-100;-90;-100;-100;-100;-100;-100;-84;-100;-100;-100;-88;-100;-100;-100;-87;-100;-78;-74;-100;-100;-90;-89;-100;-100;-100;-100;-78;-100;-100;-66;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-77;-76;-84;-83;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-75;-100;-100;-100;-100;-100;-100;-100;-100;-100;-76;-100;-100;-78;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-77;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-78;-100;-90;-100;-100;-100;-100;-100;-84;-100;-100;-100;-88;-100;-100;-100;-87;-100;-78;-74;-100;-100;-90;-89;-100;-100;-100;-100;-78;-100;-100;-68;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-77;-76;-84;-83;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-75;-100;-100;-100;-100;-100;-100;-100;-100;-100;-76;-100;-100;-78;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-77;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-78;-100;-100;-100;-100;-100;-100;-100;-100;-74;-100;-89;-100;-100;-100;-100;-100;-84;-87;-100;-100;-88;-100;-100;-100;-84;-100;-77;-74;-100;-100;-90;-90;-100;-100;-100;-100;-71;-73;-100;-73;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-70;-100;-83;-83;-100;-100;-100;-100;-100;-100;-100;-100;-100;-84;-100;-100;-100;-100;-82;-100;-100;-100;-100;-100;-100;-100;-100;-75;-100;-100;-100;-86;-84;-100;-100;-100;-100;-77;-76;-81;-81;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-77;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-78;-100;-100;-100;-100;-100;-100;-100;-100;-74;-100;-89;-100;-100;-100;-100;-100;-84;-87;-100;-100;-88;-100;-100;-100;-84;-100;-77;-74;-100;-100;-90;-90;-100;-100;-100;-100;-71;-73;-100;-73;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-70;-100;-83;-83;-100;-100;-100;-100;-100;-100;-100;-100;-100;-84;-100;-100;-100;-100;-82;-100;-100;-100;-100;-100;-100;-100;-100;-75;-100;-100;-100;-86;-84;-100;-100;-100;-100;-77;-76;-81;-81;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-82;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-78;-100;-100;-100;-100;-100;-100;-100;-100;-75;-100;-89;-100;-100;-100;-100;-100;-87;-87;-100;-100;-100;-100;-100;-100;-84;-100;-69;-69;-100;-100;-100;-100;-100;-100;-100;-100;-71;-73;-73;-74;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-74;-73;-83;-83;-100;-100;-100;-100;-100;-100;-100;-100;-100;-84;-100;-100;-100;-100;-82;-100;-100;-100;-100;-100;-100;-100;-100;-83;-100;-100;-100;-86;-84;-100;-100;-100;-100;-78;-76;-81;-80;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-82;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-78;-100;-100;-100;-100;-100;-100;-100;-100;-75;-100;-89;-100;-100;-100;-100;-100;-87;-87;-100;-100;-100;-100;-100;-100;-84;-100;-69;-69;-100;-100;-100;-100;-100;-100;-100;-100;-71;-73;-73;-72;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-74;-73;-83;-83;-100;-100;-100;-100;-100;-100;-100;-100;-100;-84;-100;-100;-100;-100;-82;-100;-100;-100;-100;-100;-100;-100;-100;-83;-100;-100;-100;-86;-84;-100;-100;-100;-100;-78;-76;-81;-80;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-82;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-78;-100;-100;-100;-100;-100;-100;-100;-100;-75;-100;-89;-100;-100;-100;-100;-100;-87;-87;-100;-100;-100;-100;-100;-100;-84;-100;-69;-69;-100;-100;-100;-100;-100;-100;-100;-100;-71;-73;-73;-70;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-74;-73;-83;-83;-100;-100;-100;-100;-100;-100;-100;-100;-100;-84;-100;-100;-100;-100;-82;-100;-100;-100;-100;-100;-100;-100;-100;-83;-100;-100;-100;-86;-84;-100;-100;-100;-100;-78;-76;-81;-80;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-85;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-87;-100;-88;-88;-100;-80;-100;-100;-100;-100;-82;-100;-100;-100;-100;-87;-100;-100;-100;-100;-81;-100;-73;-71;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-73;-73;-100;-77;-100;-100;-100;-100;-100;-100;-100;-100;-100;-89;-100;-100;-100;-100;-80;-100;-100;-100;-100;-100;-100;-100;-100;-85;-100;-100;-100;-100;-100;-100;-100;-100;-100;-75;-100;-100;-81;-100;-100;-100;-100;-100;-100;-100;-88;-93;-100;-100;-100;-100;-100;-100;-100;-100;-100
-85;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-87;-100;-88;-88;-100;-80;-100;-100;-100;-100;-82;-100;-100;-100;-100;-87;-100;-100;-100;-100;-81;-100;-73;-71;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-73;-73;-100;-77;-100;-100;-100;-100;-100;-100;-100;-100;-100;-89;-100;-100;-100;-100;-80;-100;-100;-100;-100;-100;-100;-100;-100;-85;-100;-100;-100;-100;-100;-100;-100;-100;-100;-75;-100;-100;-81;-100;-100;-100;-100;-100;-100;-100;-88;-93;-100;-100;-100;-100;-100;-100;-100;-100;-100
-85;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-87;-100;-88;-88;-100;-80;-100;-100;-100;-100;-82;-100;-100;-100;-100;-87;-100;-100;-100;-100;-81;-100;-73;-71;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-73;-73;-100;-77;-100;-100;-100;-100;-100;-100;-100;-100;-100;-89;-100;-100;-100;-100;-80;-100;-100;-100;-100;-100;-100;-100;-100;-85;-100;-100;-100;-100;-100;-100;-100;-100;-100;-75;-100;-100;-81;-100;-100;-100;-100;-100;-100;-100;-88;-93;-100;-100;-100;-100;-100;-100;-100;-100;-100
