-53;-63;-74;-68;-73;-79;-72;-80;-85;-90;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-50;-55;-79;-64;-69;-81;-75;-79;-85;-89;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-52;-56;-73;-101;-69;-101;-71;-79;-85;-101;-89;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-52;-54;-75;-67;-71;-101;-71;-79;-86;-89;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-51;-56;-80;-67;-72;-101;-71;-76;-86;-88;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-48;-55;-79;-101;-101;-80;-72;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-47;-54;-101;-65;-76;-79;-72;-79;-85;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-48;-54;-80;-71;-74;-79;-76;-80;-87;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-48;-53;-79;-72;-75;-101;-68;-101;-86;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-61;-57;-81;-101;-73;-101;-72;-78;-86;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-52;-57;-79;-68;-101;-79;-73;-78;-87;-90;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-52;-58;-101;-69;-70;-101;-76;-79;-88;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-52;-61;-80;-66;-72;-80;-71;-81;-87;-90;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-53;-60;-74;-67;-101;-101;-73;-80;-90;-90;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-48;-60;-84;-64;-71;-78;-70;-76;-87;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-47;-61;-101;-66;-70;-78;-72;-79;-87;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-49;-57;-86;-66;-74;-79;-74;-79;-86;-90;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-50;-58;-86;-66;-73;-77;-73;-79;-101;-101;-101;-92;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-53;-59;-82;-67;-73;-79;-101;-86;-87;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-49;-58;-79;-66;-75;-77;-70;-82;-88;-90;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-49;-55;-85;-66;-73;-78;-78;-80;-87;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-48;-60;-81;-64;-72;-101;-70;-79;-85;-90;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-48;-56;-101;-101;-71;-101;-75;-77;-87;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-101;-58;-80;-101;-72;-101;-69;-77;-89;-95;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-52;-55;-76;-67;-72;-79;-71;-72;-88;-91;-94;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-51;-57;-76;-68;-72;-79;-72;-75;-90;-90;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-50;-57;-77;-68;-71;-87;-73;-77;-86;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-47;-54;-76;-65;-72;-78;-76;-77;-85;-90;-89;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-45;-54;-77;-65;-71;-78;-72;-78;-87;-90;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-61;-53;-81;-101;-72;-101;-101;-79;-85;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-45;-55;-80;-65;-73;-78;-71;-78;-87;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-51;-54;-80;-67;-71;-80;-72;-78;-87;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-51;-53;-101;-66;-101;-78;-70;-101;-86;-101;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-101;-56;-77;-101;-72;-79;-71;-78;-89;-90;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-47;-57;-82;-68;-72;-79;-73;-78;-91;-101;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-47;-58;-76;-67;-70;-80;-73;-78;-86;-90;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-101;-59;-78;-101;-70;-101;-70;-80;-92;-92;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-48;-59;-81;-68;-71;-101;-69;-79;-84;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-53;-52;-81;-62;-101;-78;-68;-78;-88;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-50;-50;-85;-63;-71;-78;-69;-79;-84;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-101;-51;-77;-101;-73;-80;-77;-78;-101;-92;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-54;-57;-75;-65;-71;-101;-75;-80;-85;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-51;-53;-80;-65;-101;-80;-69;-79;-87;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-53;-56;-84;-63;-76;-101;-81;-82;-86;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-47;-59;-79;-66;-74;-101;-70;-83;-84;-101;-101;-92;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-51;-55;-76;-62;-74;-79;-78;-83;-89;-90;-89;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
