-53;-59;-80;-60;-74;-101;-71;-80;-88;-101;-92;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-52;-59;-81;-60;-73;-101;-80;-80;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-47;-57;-76;-62;-78;-78;-72;-75;-87;-92;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-47;-56;-77;-101;-74;-77;-73;-79;-89;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-52;-59;-80;-60;-73;-80;-77;-77;-88;-101;-101;-92;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-47;-56;-101;-61;-76;-101;-71;-74;-87;-91;-92;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-52;-55;-75;-61;-78;-101;-74;-74;-88;-92;-101;-89;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-53;-56;-79;-61;-74;-101;-72;-80;-101;-101;-93;-92;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-53;-59;-77;-59;-74;-81;-73;-101;-87;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-47;-57;-77;-62;-74;-101;-77;-80;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-49;-52;-77;-69;-70;-86;-76;-82;-91;-94;-101;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-53;-48;-101;-67;-72;-82;-67;-83;-87;-101;-101;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-60;-48;-76;-68;-71;-101;-69;-83;-89;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-52;-48;-76;-66;-70;-86;-63;-83;-90;-93;-93;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-49;-48;-77;-66;-69;-85;-62;-83;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-56;-49;-78;-65;-71;-83;-67;-81;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-46;-53;-80;-71;-70;-82;-65;-86;-92;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-49;-51;-77;-66;-72;-86;-63;-84;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-48;-46;-74;-70;-74;-82;-68;-81;-92;-101;-101;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-52;-48;-74;-69;-70;-86;-64;-85;-90;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-49;-49;-77;-67;-76;-80;-62;-73;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-51;-49;-76;-101;-77;-101;-101;-74;-86;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-57;-48;-79;-59;-77;-80;-65;-75;-86;-101;-101;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-57;-48;-75;-60;-76;-82;-65;-75;-90;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-56;-47;-77;-60;-77;-101;-62;-75;-85;-101;-101;-91;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
-53;-47;-77;-69;-77;-101;-61;-76;-90;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101
