-41.70191262659525,-62.70191262659525,-50.10191262659524,-38.10191262659524,-47.30191262659524,-43.90191262659524,-34.30191262659524,-48.15199765516778,-36.10191262659524,-32.90191262659524,-45.30191262659524
-42.70191262659525,-61.90191262659524,-48.50191262659524,-38.10191262659524,-47.30191262659524,-43.90191262659524,-33.50191262659524,-47.75199765516778,-36.30191262659524,-31.70191262659524,-45.30191262659524
-42.70191262659525,-61.70191262659525,-47.30191262659524,-38.10191262659524,-47.30191262659524,-42.50191262659524,-33.70191262659525,-36.70191262659525,-37.10191262659524,-31.30191262659524,-45.50191262659524
-42.90191262659524,-61.10191262659524,-48.70191262659525,-37.50191262659524,-47.30191262659524,-42.50191262659524,-33.50191262659524,-36.70191262659525,-37.10191262659524,-31.30191262659524,-47.90191262659524
-41.70191262659525,-61.50191262659524,-47.30191262659524,-37.70191262659525,-46.90191262659524,-43.30191262659524,-33.50191262659524,-36.70191262659525,-37.30191262659524,-32.30191262659524,-45.70191262659525
-45.50191262659524,-61.30191262659524,-47.70191262659525,-37.70191262659525,-45.90191262659524,-43.30191262659524,-33.70191262659525,-36.70191262659525,-37.30191262659524,-31.50191262659524,-45.70191262659525
-44.70191262659525,-61.30191262659524,-50.70191262659525,-38.10191262659524,-45.30191262659524,-42.50191262659524,-33.70191262659525,-36.70191262659525,-39.30191262659524,-31.70191262659524,-45.70191262659525
-44.90191262659524,-60.50191262659524,-49.30191262659524,-37.10191262659524,-44.70191262659525,-42.50191262659524,-33.70191262659525,-36.70191262659525,-38.90191262659524,-31.30191262659524,-46.10191262659524
-44.70191262659525,-59.90191262659524,-49.70191262659525,-39.70191262659525,-44.70191262659525,-43.10191262659524,-33.30191262659524,-36.70191262659525,-38.30191262659524,-31.70191262659524,-46.90191262659524
-45.30191262659524,-60.10191262659524,-51.10191262659524,-38.10191262659524,-44.50191262659524,-42.70191262659525,-34.50191262659524,-36.70191262659525,-37.70191262659525,-30.50191262659524,-47.30191262659524
-44.70191262659525,-59.90191262659524,-50.90191262659524,-38.10191262659524,-44.50191262659524,-42.70191262659525,-34.30191262659524,-36.70191262659525,-36.90191262659524,-31.10191262659524,-47.50191262659524
-45.50191262659524,-61.30191262659524,-51.50191262659524,-37.70191262659525,-43.10191262659524,-42.70191262659525,-33.50191262659524,-37.70191262659525,-37.30191262659524,-30.70191262659524,-47.50191262659524
