0,0,0,1,1
0,0,0,1,1
0,0,0,1,1
0,0,0,1,1
0,0,0,1,1
0,0,0,1,1
0,0,0,1,1
0,0,0,1,1
0,0,0,1,1
0,0,0,1,1
0,0,0,1,1
0,0,0,1,1
0,0,0,1,1
0,0,0,1,1
0,0,0,1,1
0,0,0,1,1
0,0,0,1,1
0,0,0,1,1
0,0,0,1,1
0,1,0,1,1
0,1,0,1,1
0,1,0,1,1
0,1,0,1,1
0,1,0,1,1
0,1,0,1,1
0,1,0,1,1
0,1,0,1,1
0,1,0,1,1
0,1,0,1,1
0,1,0,1,1
0,1,0,1,1
0,1,0,1,1
0,1,0,1,1
0,1,0,1,1
0,1,0,1,1
0,1,0,1,1
0,2,0,1,1
0,2,0,1,1
0,2,0,1,1
0,2,0,1,1
0,2,0,1,1
0,2,0,1,1
0,2,0,1,1
0,2,0,1,1
0,2,0,1,1
0,2,0,1,1
0,2,0,1,1
0,2,0,1,1
0,2,0,1,1
0,3,0,1,1
0,3,0,1,1
0,3,0,1,1
0,3,0,1,1
0,3,0,1,1
0,3,0,1,1
0,3,0,1,1
0,3,0,1,1
0,3,0,1,1
0,3,0,1,1
0,3,0,1,1
0,3,0,1,1
0,3,0,1,1
0,3,0,1,1
0,3,0,1,1
0,3,0,1,1
0,3,0,1,1
0,3,0,1,1
0,4,0,1,1
0,4,0,1,1
0,4,0,1,1
0,4,0,1,1
0,4,0,1,1
0,4,0,1,1
0,4,0,1,1
0,4,0,1,1
0,4,0,1,1
0,4,0,1,1
0,4,0,1,1
0,4,0,1,1
0,4,0,1,1
0,4,0,1,1
0,4,0,1,1
0,4,0,1,1
0,4,0,1,1
0,4,0,1,1
0,5,0,1,1
0,5,0,1,1
0,5,0,1,1
0,5,0,1,1
0,5,0,1,1
0,5,0,1,1
0,5,0,1,1
0,5,0,1,1
0,5,0,1,1
0,5,0,1,1
0,5,0,1,1
0,5,0,1,1
0,5,0,1,1
0,5,0,1,1
0,5,0,1,1
0,5,0,1,1
0,5,0,1,1
0,5,0,1,1
0,6,0,1,1
0,6,0,1,1
0,6,0,1,1
0,6,0,1,1
0,6,0,1,1
0,6,0,1,1
0,6,0,1,1
0,6,0,1,1
0,6,0,1,1
0,6,0,1,1
0,6,0,1,1
0,6,0,1,1
0,6,0,1,1
0,6,0,1,1
0,6,0,1,1
0,6,0,1,1
0,6,0,1,1
0,6,0,1,1
0,6,0,1,1
0,7,0,1,1
0,7,0,1,1
0,7,0,1,1
0,7,0,1,1
0,7,0,1,1
0,7,0,1,1
0,7,0,1,1
0,7,0,1,1
0,7,0,1,1
0,7,0,1,1
0,7,0,1,1
0,7,0,1,1
0,7,0,1,1
0,7,0,1,1
0,7,0,1,1
0,7,0,1,1
0,7,0,1,1
0,7,0,1,1
0,7,0,1,1
0,8,0,1,1
0,8,0,1,1
0,8,0,1,1
0,8,0,1,1
0,8,0,1,1
0,8,0,1,1
0,8,0,1,1
0,8,0,1,1
0,8,0,1,1
0,8,0,1,1
0,8,0,1,1
0,8,0,1,1
0,8,0,1,1
0,8,0,1,1
0,8,0,1,1
0,8,0,1,1
0,8,0,1,1
0,9,0,1,1
0,9,0,1,1
0,9,0,1,1
0,9,0,1,1
0,9,0,1,1
0,9,0,1,1
0,9,0,1,1
0,9,0,1,1
0,9,0,1,1
0,9,0,1,1
0,9,0,1,1
0,9,0,1,1
0,9,0,1,1
0,9,0,1,1
0,9,0,1,1
0,9,0,1,1
0,9,0,1,1
0,9,0,1,1
-1.01,9.039999999999999,0,1,1
-1.01,9.039999999999999,0,1,1
-1.01,9.039999999999999,0,1,1
-1.01,9.039999999999999,0,1,1
-1.01,9.039999999999999,0,1,1
-1.01,9.039999999999999,0,1,1
-1.01,9.039999999999999,0,1,1
-1.01,9.039999999999999,0,1,1
-1.01,9.039999999999999,0,1,1
-1.01,9.039999999999999,0,1,1
-1.01,9.039999999999999,0,1,1
-1.01,9.039999999999999,0,1,1
-1.01,9.039999999999999,0,1,1
-1.01,9.039999999999999,0,1,1
-1.01,9.039999999999999,0,1,1
-1.01,9.039999999999999,0,1,1
-1.01,9.039999999999999,0,1,1
-1.01,8.035,0,1,1
-1.01,8.035,0,1,1
-1.01,8.035,0,1,1
-1.01,8.035,0,1,1
-1.01,8.035,0,1,1
