172.94,72.04300000000001,0,0,0
172.94,77.04300000000001,0,0,0
167.94,77.04300000000001,0,0,0
167.94,82.04300000000001,0,0,0
167.94,87.04300000000001,0,0,0
162.94,87.04300000000001,0,0,0
162.94,92.04300000000001,0,0,0
162.94,97.04300000000001,0,0,0
157.94,97.04300000000001,0,0,0
157.94,102.04,0,0,0
157.94,107.04,0,0,0
157.94,87.04300000000001,0,0,0
152.94,87.04300000000001,0,0,0
152.94,92.04300000000001,0,0,0
152.94,97.04300000000001,0,0,0
152.94,102.04,0,0,0
147.94,102.04,0,0,0
157.94,92.04300000000001,0,0,0
167.94,72.04300000000001,0,0,0
172.94,67.04300000000001,0,0,0
177.94,72.04300000000001,0,0,0
182.94,72.04300000000001,0,0,0
182.94,77.04300000000001,0,0,0
187.94,77.04300000000001,0,0,0
192.94,77.04300000000001,0,0,0
197.94,77.04300000000001,0,0,0
197.94,82.04300000000001,0,0,0
202.94,82.04300000000001,0,0,0
207.94,82.04300000000001,0,0,0
207.94,87.04300000000001,0,0,0
212.94,87.04300000000001,0,0,0
217.94,87.04300000000001,0,0,0
217.94,92.04300000000001,0,0,0
222.94,92.04300000000001,0,0,0
227.94,92.04300000000001,0,0,0
227.94,97.04300000000001,0,0,0
232.94,97.04300000000001,0,0,0
237.94,97.04300000000001,0,0,0
237.94,102.04,0,0,0
242.94,102.04,0,0,0
247.94,102.04,0,0,0
247.94,107.04,0,0,0
247.94,112.04,0,0,0
242.94,112.04,0,0,0
242.94,117.04,0,0,0
242.94,122.04,0,0,0
237.94,122.04,0,0,0
237.94,127.04,0,0,0
237.94,132.04,0,0,0
232.94,132.04,0,0,0
232.94,137.04,0,0,0
232.94,142.04,0,0,0
227.94,142.04,0,0,0
227.94,147.04,0,0,0
227.94,152.04,0,0,0
222.94,152.04,0,0,0
222.94,157.04,0,0,0
222.94,162.04,0,0,0
217.94,162.04,0,0,0
217.94,167.04,0,0,0
217.94,172.04,0,0,0
212.94,177.04,0,0,0
212.94,182.04,0,0,0
212.94,187.04,0,0,0
207.94,187.04,0,0,0
207.94,192.04,0,0,0
207.94,197.04,0,0,0
202.94,197.04,0,0,0
202.94,202.04,0,0,0
202.94,207.04,0,0,0
197.94,207.04,0,0,0
197.94,212.04,0,0,0
197.94,217.04,0,0,0
197.94,202.04,0,0,0
197.94,197.04,0,0,0
197.94,192.04,0,0,0
192.94,192.04,0,0,0
187.94,192.04,0,0,0
187.94,187.04,0,0,0
182.94,187.04,0,0,0
182.94,192.04,0,0,0
177.94,192.04,0,0,0
177.94,197.04,0,0,0
177.94,202.04,0,0,0
172.94,202.04,0,0,0
172.94,197.04,0,0,0
167.94,197.04,0,0,0
162.94,197.04,0,0,0
162.94,192.04,0,0,0
157.94,192.04,0,0,0
217.94,177.04,0,0,0
242.94,97.04300000000001,0,0,0
242.94,92.04300000000001,0,0,0
242.94,87.04300000000001,0,0,0
247.94,87.04300000000001,0,0,0
252.94,87.04300000000001,0,0,0
252.94,92.04300000000001,0,0,0
247.94,82.04300000000001,0,0,0
242.94,82.04300000000001,0,0,0
242.94,77.04300000000001,0,0,0
237.94,77.04300000000001,0,0,0
232.94,77.04300000000001,0,0,0
232.94,72.04300000000001,0,0,0
227.94,72.04300000000001,0,0,0
227.94,77.04300000000001,0,0,0
222.94,77.04300000000001,0,0,0
222.94,72.04300000000001,0,0,0
217.94,77.04300000000001,0,0,0
212.94,77.04300000000001,0,0,0
207.94,72.04300000000001,0,0,0
202.94,72.04300000000001,0,0,0
197.94,72.04300000000001,0,0,0
197.94,67.04300000000001,0,0,0
192.94,72.04300000000001,0,0,0
197.94,62.043,0,0,0
202.94,67.04300000000001,0,0,0
207.94,67.04300000000001,0,0,0
212.94,72.04300000000001,0,0,0
222.94,82.04300000000001,0,0,0
227.94,82.04300000000001,0,0,0
232.94,82.04300000000001,0,0,0
237.94,82.04300000000001,0,0,0
237.94,87.04300000000001,0,0,0
172.94,52.043,3.5,1,0
177.94,52.043,3.5,1,0
177.94,57.043,3.5,1,0
182.94,57.043,3.5,1,0
182.94,62.043,3.5,1,0
177.94,62.043,3.5,1,0
177.94,67.04300000000001,3.5,1,0
177.94,72.04300000000001,3.5,1,0
172.94,72.04300000000001,3.5,1,0
